Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
Food poverty line per person per month,US$,Total ,Zimbabwe,AFRZWE,2011.01,ZIMSTAT_Prices Section_-,30.6,
Food poverty line per person per month,US$,Total ,Zimbabwe,AFRZWE,2011.02,ZIMSTAT_Prices Section_-,30.94,
Food poverty line per person per month,US$,Total ,Zimbabwe,AFRZWE,2011.03,ZIMSTAT_Prices Section_-,30.21,
Food poverty line per person per month,US$,Total ,Zimbabwe,AFRZWE,2011.04,ZIMSTAT_Prices Section_-,30.23,
Food poverty line per person per month,US$,Total ,Zimbabwe,AFRZWE,2011.05,ZIMSTAT_Prices Section_-,30.48,
Food poverty line per person per month,US$,Total ,Zimbabwe,AFRZWE,2011.06,ZIMSTAT_Prices Section_-,31.98,
Food poverty lines for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2010.08,ZIMSTAT_Prices Section_-,145.91,
Food poverty lines for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2010.09,ZIMSTAT_Prices Section_-,144.9,
Food poverty lines for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2010.1,ZIMSTAT_Prices Section_-,141.48,
Food poverty lines for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2010.11,ZIMSTAT_Prices Section_-,145.57,
Food poverty lines for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2010.12,ZIMSTAT_Prices Section_-,142.56,
Food poverty lines for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2011.01,ZIMSTAT_Prices Section_-,152.99,
Food poverty lines for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2011.02,ZIMSTAT_Prices Section_-,154.68,
Food poverty lines for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2011.03,ZIMSTAT_Prices Section_-,151.06,
Food poverty lines for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2011.04,ZIMSTAT_Prices Section_-,151.15,
Food poverty lines for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2011.05,ZIMSTAT_Prices Section_-,152.38,
Food poverty lines for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2011.06,ZIMSTAT_Prices Section_-,159.9,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2010.08,ZIMSTAT_Prices Section_-,477.05,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2010.09,ZIMSTAT_Prices Section_-,474.06,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2010.1,ZIMSTAT_Prices Section_-,462.03,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2010.11,ZIMSTAT_Prices Section_-,471.35,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2010.12,ZIMSTAT_Prices Section_-,466.85,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2011.01,ZIMSTAT_Prices Section_-,499.79,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2011.02,ZIMSTAT_Prices Section_-,505.89,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2011.03,ZIMSTAT_Prices Section_-,494.67,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2011.04,ZIMSTAT_Prices Section_-,493.1,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2011.05,ZIMSTAT_Prices Section_-,497.84,
Total consumption poverty lines per for 5 persons per month,US$,Total ,Zimbabwe,AFRZWE,2011.06,ZIMSTAT_Prices Section_-,523.05,
Total consumption poverty lines per person per month,US$,Total ,Zimbabwe,AFRZWE,2010.08,ZIMSTAT_Prices Section_-,95.41,
Total consumption poverty lines per person per month,US$,Total ,Zimbabwe,AFRZWE,2010.09,ZIMSTAT_Prices Section_-,94.81,
Total consumption poverty lines per person per month,US$,Total ,Zimbabwe,AFRZWE,2010.1,ZIMSTAT_Prices Section_-,92.41,
Total consumption poverty lines per person per month,US$,Total ,Zimbabwe,AFRZWE,2010.11,ZIMSTAT_Prices Section_-,94.27,
Total consumption poverty lines per person per month,US$,Total ,Zimbabwe,AFRZWE,2010.12,ZIMSTAT_Prices Section_-,93.37,
Total consumption poverty lines per person per month,US$,Total ,Zimbabwe,AFRZWE,2011.01,ZIMSTAT_Prices Section_-,99.96,
Total consumption poverty lines per person per month,US$,Total ,Zimbabwe,AFRZWE,2011.02,ZIMSTAT_Prices Section_-,101.18,
Total consumption poverty lines per person per month,US$,Total ,Zimbabwe,AFRZWE,2011.03,ZIMSTAT_Prices Section_-,98.93,
Total consumption poverty lines per person per month,US$,Total ,Zimbabwe,AFRZWE,2011.04,ZIMSTAT_Prices Section_-,98.62,
Total consumption poverty lines per person per month,US$,Total ,Zimbabwe,AFRZWE,2011.05,ZIMSTAT_Prices Section_-,99.57,
Total consumption poverty lines per person per month,US$,Total ,Zimbabwe,AFRZWE,2011.06,ZIMSTAT_Prices Section_-,104.61,
Food poverty line per person per month,US$,Total ,Manicaland,AFRZWE001,2010.08,ZIMSTAT_Prices Section_-,25.65,
Food poverty line per person per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.08,ZIMSTAT_Prices Section_-,26.52,
Food poverty line per person per month,US$,Total ,Mashonaland East,AFRZWE003,2010.08,ZIMSTAT_Prices Section_-,29.12,
Food poverty line per person per month,US$,Total ,Mashonaland West,AFRZWE004,2010.08,ZIMSTAT_Prices Section_-,27.97,
Food poverty line per person per month,US$,Total ,Matabeleland North,AFRZWE005,2010.08,ZIMSTAT_Prices Section_-,31.74,
Food poverty line per person per month,US$,Total ,Matabeleland South,AFRZWE006,2010.08,ZIMSTAT_Prices Section_-,31.03,
Food poverty line per person per month,US$,Total ,Midlands,AFRZWE007,2010.08,ZIMSTAT_Prices Section_-,28.54,
Food poverty line per person per month,US$,Total ,Masvingo,AFRZWE008,2010.08,ZIMSTAT_Prices Section_-,29.11,
Food poverty line per person per month,US$,Total ,Harare,AFRZWE009,2010.08,ZIMSTAT_Prices Section_-,30.48,
Food poverty line per person per month,US$,Total ,Bulawayo,AFRZWE010,2010.08,ZIMSTAT_Prices Section_-,32.41,
Food poverty line per person per month,US$,Total ,Manicaland,AFRZWE001,2010.09,ZIMSTAT_Prices Section_-,25.95,
Food poverty line per person per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.09,ZIMSTAT_Prices Section_-,27.75,
Food poverty line per person per month,US$,Total ,Mashonaland East,AFRZWE003,2010.09,ZIMSTAT_Prices Section_-,29.57,
Food poverty line per person per month,US$,Total ,Mashonaland West,AFRZWE004,2010.09,ZIMSTAT_Prices Section_-,27.78,
Food poverty line per person per month,US$,Total ,Matabeleland North,AFRZWE005,2010.09,ZIMSTAT_Prices Section_-,31.23,
Food poverty line per person per month,US$,Total ,Matabeleland South,AFRZWE006,2010.09,ZIMSTAT_Prices Section_-,31.51,
Food poverty line per person per month,US$,Total ,Midlands,AFRZWE007,2010.09,ZIMSTAT_Prices Section_-,28.79,
Food poverty line per person per month,US$,Total ,Masvingo,AFRZWE008,2010.09,ZIMSTAT_Prices Section_-,28.28,
Food poverty line per person per month,US$,Total ,Harare,AFRZWE009,2010.09,ZIMSTAT_Prices Section_-,28.53,
Food poverty line per person per month,US$,Total ,Bulawayo,AFRZWE010,2010.09,ZIMSTAT_Prices Section_-,30.89,
Food poverty line per person per month,US$,Total ,Manicaland,AFRZWE001,2010.1,ZIMSTAT_Prices Section_-,25.18,
Food poverty line per person per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.1,ZIMSTAT_Prices Section_-,25.92,
Food poverty line per person per month,US$,Total ,Mashonaland East,AFRZWE003,2010.1,ZIMSTAT_Prices Section_-,29.88,
Food poverty line per person per month,US$,Total ,Mashonaland West,AFRZWE004,2010.1,ZIMSTAT_Prices Section_-,26.5,
Food poverty line per person per month,US$,Total ,Matabeleland North,AFRZWE005,2010.1,ZIMSTAT_Prices Section_-,29.63,
Food poverty line per person per month,US$,Total ,Matabeleland South,AFRZWE006,2010.1,ZIMSTAT_Prices Section_-,31.28,
Food poverty line per person per month,US$,Total ,Midlands,AFRZWE007,2010.1,ZIMSTAT_Prices Section_-,28.22,
Food poverty line per person per month,US$,Total ,Masvingo,AFRZWE008,2010.1,ZIMSTAT_Prices Section_-,27.67,
Food poverty line per person per month,US$,Total ,Harare,AFRZWE009,2010.1,ZIMSTAT_Prices Section_-,28.46,
Food poverty line per person per month,US$,Total ,Bulawayo,AFRZWE010,2010.1,ZIMSTAT_Prices Section_-,30.92,
Food poverty line per person per month,US$,Total ,Manicaland,AFRZWE001,2010.11,ZIMSTAT_Prices Section_-,27.92,
Food poverty line per person per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.11,ZIMSTAT_Prices Section_-,26.38,
Food poverty line per person per month,US$,Total ,Mashonaland East,AFRZWE003,2010.11,ZIMSTAT_Prices Section_-,30.08,
Food poverty line per person per month,US$,Total ,Mashonaland West,AFRZWE004,2010.11,ZIMSTAT_Prices Section_-,27.13,
Food poverty line per person per month,US$,Total ,Matabeleland North,AFRZWE005,2010.11,ZIMSTAT_Prices Section_-,32.25,
Food poverty line per person per month,US$,Total ,Matabeleland South,AFRZWE006,2010.11,ZIMSTAT_Prices Section_-,31.65,
Food poverty line per person per month,US$,Total ,Midlands,AFRZWE007,2010.11,ZIMSTAT_Prices Section_-,27.84,
Food poverty line per person per month,US$,Total ,Masvingo,AFRZWE008,2010.11,ZIMSTAT_Prices Section_-,28.28,
Food poverty line per person per month,US$,Total ,Harare,AFRZWE009,2010.11,ZIMSTAT_Prices Section_-,28.72,
Food poverty line per person per month,US$,Total ,Bulawayo,AFRZWE010,2010.11,ZIMSTAT_Prices Section_-,31.56,
Food poverty line per person per month,US$,Total ,Manicaland,AFRZWE001,2010.12,ZIMSTAT_Prices Section_-,27.62,
Food poverty line per person per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.12,ZIMSTAT_Prices Section_-,26.29,
Food poverty line per person per month,US$,Total ,Mashonaland East,AFRZWE003,2010.12,ZIMSTAT_Prices Section_-,29.67,
Food poverty line per person per month,US$,Total ,Mashonaland West,AFRZWE004,2010.12,ZIMSTAT_Prices Section_-,27.86,
Food poverty line per person per month,US$,Total ,Matabeleland North,AFRZWE005,2010.12,ZIMSTAT_Prices Section_-,31,
Food poverty line per person per month,US$,Total ,Matabeleland South,AFRZWE006,2010.12,ZIMSTAT_Prices Section_-,30.3,
Food poverty line per person per month,US$,Total ,Midlands,AFRZWE007,2010.12,ZIMSTAT_Prices Section_-,26.92,
Food poverty line per person per month,US$,Total ,Masvingo,AFRZWE008,2010.12,ZIMSTAT_Prices Section_-,28.92,
Food poverty line per person per month,US$,Total ,Harare,AFRZWE009,2010.12,ZIMSTAT_Prices Section_-,27.81,
Food poverty line per person per month,US$,Total ,Bulawayo,AFRZWE010,2010.12,ZIMSTAT_Prices Section_-,29.08,
Food poverty line per person per month,US$,Total ,Manicaland,AFRZWE001,2011.01,ZIMSTAT_Prices Section_-,28.21,
Food poverty line per person per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.01,ZIMSTAT_Prices Section_-,29.55,
Food poverty line per person per month,US$,Total ,Mashonaland East,AFRZWE003,2011.01,ZIMSTAT_Prices Section_-,29.72,
Food poverty line per person per month,US$,Total ,Mashonaland West,AFRZWE004,2011.01,ZIMSTAT_Prices Section_-,29.49,
Food poverty line per person per month,US$,Total ,Matabeleland North,AFRZWE005,2011.01,ZIMSTAT_Prices Section_-,34.19,
Food poverty line per person per month,US$,Total ,Matabeleland South,AFRZWE006,2011.01,ZIMSTAT_Prices Section_-,33.04,
Food poverty line per person per month,US$,Total ,Midlands,AFRZWE007,2011.01,ZIMSTAT_Prices Section_-,29.94,
Food poverty line per person per month,US$,Total ,Masvingo,AFRZWE008,2011.01,ZIMSTAT_Prices Section_-,30.68,
Food poverty line per person per month,US$,Total ,Harare,AFRZWE009,2011.01,ZIMSTAT_Prices Section_-,31,
Food poverty line per person per month,US$,Total ,Bulawayo,AFRZWE010,2011.01,ZIMSTAT_Prices Section_-,30.63,
Food poverty line per person per month,US$,Total ,Manicaland,AFRZWE001,2011.02,ZIMSTAT_Prices Section_-,29.92,
Food poverty line per person per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.02,ZIMSTAT_Prices Section_-,29.48,
Food poverty line per person per month,US$,Total ,Mashonaland East,AFRZWE003,2011.02,ZIMSTAT_Prices Section_-,30.17,
Food poverty line per person per month,US$,Total ,Mashonaland West,AFRZWE004,2011.02,ZIMSTAT_Prices Section_-,30.12,
Food poverty line per person per month,US$,Total ,Matabeleland North,AFRZWE005,2011.02,ZIMSTAT_Prices Section_-,35.63,
Food poverty line per person per month,US$,Total ,Matabeleland South,AFRZWE006,2011.02,ZIMSTAT_Prices Section_-,31.79,
Food poverty line per person per month,US$,Total ,Midlands,AFRZWE007,2011.02,ZIMSTAT_Prices Section_-,30.82,
Food poverty line per person per month,US$,Total ,Masvingo,AFRZWE008,2011.02,ZIMSTAT_Prices Section_-,30.79,
Food poverty line per person per month,US$,Total ,Harare,AFRZWE009,2011.02,ZIMSTAT_Prices Section_-,30.77,
Food poverty line per person per month,US$,Total ,Bulawayo,AFRZWE010,2011.02,ZIMSTAT_Prices Section_-,30.31,
Food poverty line per person per month,US$,Total ,Manicaland,AFRZWE001,2011.03,ZIMSTAT_Prices Section_-,28.69,
Food poverty line per person per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.03,ZIMSTAT_Prices Section_-,29.09,
Food poverty line per person per month,US$,Total ,Mashonaland East,AFRZWE003,2011.03,ZIMSTAT_Prices Section_-,29.59,
Food poverty line per person per month,US$,Total ,Mashonaland West,AFRZWE004,2011.03,ZIMSTAT_Prices Section_-,29.8,
Food poverty line per person per month,US$,Total ,Matabeleland North,AFRZWE005,2011.03,ZIMSTAT_Prices Section_-,33.7,
Food poverty line per person per month,US$,Total ,Matabeleland South,AFRZWE006,2011.03,ZIMSTAT_Prices Section_-,32.02,
Food poverty line per person per month,US$,Total ,Midlands,AFRZWE007,2011.03,ZIMSTAT_Prices Section_-,29.78,
Food poverty line per person per month,US$,Total ,Masvingo,AFRZWE008,2011.03,ZIMSTAT_Prices Section_-,30.27,
Food poverty line per person per month,US$,Total ,Harare,AFRZWE009,2011.03,ZIMSTAT_Prices Section_-,30.26,
Food poverty line per person per month,US$,Total ,Bulawayo,AFRZWE010,2011.03,ZIMSTAT_Prices Section_-,29.26,
Food poverty line per person per month,US$,Total ,Manicaland,AFRZWE001,2011.04,ZIMSTAT_Prices Section_-,28.4,
Food poverty line per person per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.04,ZIMSTAT_Prices Section_-,29.21,
Food poverty line per person per month,US$,Total ,Mashonaland East,AFRZWE003,2011.04,ZIMSTAT_Prices Section_-,29.38,
Food poverty line per person per month,US$,Total ,Mashonaland West,AFRZWE004,2011.04,ZIMSTAT_Prices Section_-,29.56,
Food poverty line per person per month,US$,Total ,Matabeleland North,AFRZWE005,2011.04,ZIMSTAT_Prices Section_-,33.11,
Food poverty line per person per month,US$,Total ,Matabeleland South,AFRZWE006,2011.04,ZIMSTAT_Prices Section_-,32.13,
Food poverty line per person per month,US$,Total ,Midlands,AFRZWE007,2011.04,ZIMSTAT_Prices Section_-,30.06,
Food poverty line per person per month,US$,Total ,Masvingo,AFRZWE008,2011.04,ZIMSTAT_Prices Section_-,31.53,
Food poverty line per person per month,US$,Total ,Harare,AFRZWE009,2011.04,ZIMSTAT_Prices Section_-,29.25,
Food poverty line per person per month,US$,Total ,Bulawayo,AFRZWE010,2011.04,ZIMSTAT_Prices Section_-,29.99,
Food poverty line per person per month,US$,Total ,Manicaland,AFRZWE001,2011.05,ZIMSTAT_Prices Section_-,28.52,
Food poverty line per person per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.05,ZIMSTAT_Prices Section_-,29.69,
Food poverty line per person per month,US$,Total ,Mashonaland East,AFRZWE003,2011.05,ZIMSTAT_Prices Section_-,29.45,
Food poverty line per person per month,US$,Total ,Mashonaland West,AFRZWE004,2011.05,ZIMSTAT_Prices Section_-,30.22,
Food poverty line per person per month,US$,Total ,Matabeleland North,AFRZWE005,2011.05,ZIMSTAT_Prices Section_-,34.26,
Food poverty line per person per month,US$,Total ,Matabeleland South,AFRZWE006,2011.05,ZIMSTAT_Prices Section_-,32.5,
Food poverty line per person per month,US$,Total ,Midlands,AFRZWE007,2011.05,ZIMSTAT_Prices Section_-,29.88,
Food poverty line per person per month,US$,Total ,Masvingo,AFRZWE008,2011.05,ZIMSTAT_Prices Section_-,32.41,
Food poverty line per person per month,US$,Total ,Harare,AFRZWE009,2011.05,ZIMSTAT_Prices Section_-,28.91,
Food poverty line per person per month,US$,Total ,Bulawayo,AFRZWE010,2011.05,ZIMSTAT_Prices Section_-,29.43,
Food poverty line per person per month,US$,Total ,Manicaland,AFRZWE001,2011.06,ZIMSTAT_Prices Section_-,30.96,
Food poverty line per person per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.06,ZIMSTAT_Prices Section_-,32.6,
Food poverty line per person per month,US$,Total ,Mashonaland East,AFRZWE003,2011.06,ZIMSTAT_Prices Section_-,30.84,
Food poverty line per person per month,US$,Total ,Mashonaland West,AFRZWE004,2011.06,ZIMSTAT_Prices Section_-,31.75,
Food poverty line per person per month,US$,Total ,Matabeleland North,AFRZWE005,2011.06,ZIMSTAT_Prices Section_-,34.07,
Food poverty line per person per month,US$,Total ,Matabeleland South,AFRZWE006,2011.06,ZIMSTAT_Prices Section_-,33.5,
Food poverty line per person per month,US$,Total ,Midlands,AFRZWE007,2011.06,ZIMSTAT_Prices Section_-,30.69,
Food poverty line per person per month,US$,Total ,Masvingo,AFRZWE008,2011.06,ZIMSTAT_Prices Section_-,32.36,
Food poverty line per person per month,US$,Total ,Harare,AFRZWE009,2011.06,ZIMSTAT_Prices Section_-,32.07,
Food poverty line per person per month,US$,Total ,Bulawayo,AFRZWE010,2011.06,ZIMSTAT_Prices Section_-,31.14,
Food poverty lines for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2010.08,ZIMSTAT_Prices Section_-,128.27,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.08,ZIMSTAT_Prices Section_-,132.62,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2010.08,ZIMSTAT_Prices Section_-,145.6,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2010.08,ZIMSTAT_Prices Section_-,139.84,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2010.08,ZIMSTAT_Prices Section_-,158.7,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2010.08,ZIMSTAT_Prices Section_-,155.13,
Food poverty lines for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2010.08,ZIMSTAT_Prices Section_-,142.7,
Food poverty lines for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2010.08,ZIMSTAT_Prices Section_-,145.57,
Food poverty lines for 5 persons per month,US$,Total ,Harare,AFRZWE009,2010.08,ZIMSTAT_Prices Section_-,152.38,
Food poverty lines for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2010.08,ZIMSTAT_Prices Section_-,162.06,
Food poverty lines for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2010.09,ZIMSTAT_Prices Section_-,129.75,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.09,ZIMSTAT_Prices Section_-,138.77,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2010.09,ZIMSTAT_Prices Section_-,147.87,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2010.09,ZIMSTAT_Prices Section_-,138.88,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2010.09,ZIMSTAT_Prices Section_-,156.15,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2010.09,ZIMSTAT_Prices Section_-,157.56,
Food poverty lines for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2010.09,ZIMSTAT_Prices Section_-,143.93,
Food poverty lines for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2010.09,ZIMSTAT_Prices Section_-,141.4,
Food poverty lines for 5 persons per month,US$,Total ,Harare,AFRZWE009,2010.09,ZIMSTAT_Prices Section_-,142.66,
Food poverty lines for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2010.09,ZIMSTAT_Prices Section_-,154.46,
Food poverty lines for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2010.1,ZIMSTAT_Prices Section_-,125.91,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.1,ZIMSTAT_Prices Section_-,129.62,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2010.1,ZIMSTAT_Prices Section_-,149.38,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2010.1,ZIMSTAT_Prices Section_-,132.48,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2010.1,ZIMSTAT_Prices Section_-,148.13,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2010.1,ZIMSTAT_Prices Section_-,156.39,
Food poverty lines for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2010.1,ZIMSTAT_Prices Section_-,141.08,
Food poverty lines for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2010.1,ZIMSTAT_Prices Section_-,138.35,
Food poverty lines for 5 persons per month,US$,Total ,Harare,AFRZWE009,2010.1,ZIMSTAT_Prices Section_-,142.3,
Food poverty lines for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2010.1,ZIMSTAT_Prices Section_-,154.6,
Food poverty lines for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2010.11,ZIMSTAT_Prices Section_-,139.58,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.11,ZIMSTAT_Prices Section_-,131.89,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2010.11,ZIMSTAT_Prices Section_-,150.38,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2010.11,ZIMSTAT_Prices Section_-,135.64,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2010.11,ZIMSTAT_Prices Section_-,161.23,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2010.11,ZIMSTAT_Prices Section_-,158.27,
Food poverty lines for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2010.11,ZIMSTAT_Prices Section_-,139.21,
Food poverty lines for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2010.11,ZIMSTAT_Prices Section_-,141.38,
Food poverty lines for 5 persons per month,US$,Total ,Harare,AFRZWE009,2010.11,ZIMSTAT_Prices Section_-,143.6,
Food poverty lines for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2010.11,ZIMSTAT_Prices Section_-,157.78,
Food poverty lines for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2010.12,ZIMSTAT_Prices Section_-,138.11,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2010.12,ZIMSTAT_Prices Section_-,131.45,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2010.12,ZIMSTAT_Prices Section_-,148.35,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2010.12,ZIMSTAT_Prices Section_-,139.3,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2010.12,ZIMSTAT_Prices Section_-,154.98,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2010.12,ZIMSTAT_Prices Section_-,151.5,
Food poverty lines for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2010.12,ZIMSTAT_Prices Section_-,134.59,
Food poverty lines for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2010.12,ZIMSTAT_Prices Section_-,144.61,
Food poverty lines for 5 persons per month,US$,Total ,Harare,AFRZWE009,2010.12,ZIMSTAT_Prices Section_-,139.06,
Food poverty lines for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2010.12,ZIMSTAT_Prices Section_-,145.4,
Food poverty lines for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2011.01,ZIMSTAT_Prices Section_-,141.06,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.01,ZIMSTAT_Prices Section_-,147.73,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2011.01,ZIMSTAT_Prices Section_-,148.62,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2011.01,ZIMSTAT_Prices Section_-,147.45,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2011.01,ZIMSTAT_Prices Section_-,170.94,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2011.01,ZIMSTAT_Prices Section_-,165.2,
Food poverty lines for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2011.01,ZIMSTAT_Prices Section_-,149.68,
Food poverty lines for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2011.01,ZIMSTAT_Prices Section_-,153.38,
Food poverty lines for 5 persons per month,US$,Total ,Harare,AFRZWE009,2011.01,ZIMSTAT_Prices Section_-,154.98,
Food poverty lines for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2011.01,ZIMSTAT_Prices Section_-,153.15,
Food poverty lines for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2011.02,ZIMSTAT_Prices Section_-,149.62,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.02,ZIMSTAT_Prices Section_-,147.38,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2011.02,ZIMSTAT_Prices Section_-,150.83,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2011.02,ZIMSTAT_Prices Section_-,150.58,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland North,AFRZWE005,2011.02,ZIMSTAT_Prices Section_-,178.13,
Food poverty lines for 5 persons per month,US$,Total ,Matabeleland South,AFRZWE006,2011.02,ZIMSTAT_Prices Section_-,158.94,
Food poverty lines for 5 persons per month,US$,Total ,Midlands,AFRZWE007,2011.02,ZIMSTAT_Prices Section_-,154.08,
Food poverty lines for 5 persons per month,US$,Total ,Masvingo,AFRZWE008,2011.02,ZIMSTAT_Prices Section_-,153.93,
Food poverty lines for 5 persons per month,US$,Total ,Harare,AFRZWE009,2011.02,ZIMSTAT_Prices Section_-,153.83,
Food poverty lines for 5 persons per month,US$,Total ,Bulawayo,AFRZWE010,2011.02,ZIMSTAT_Prices Section_-,151.56,
Food poverty lines for 5 persons per month,US$,Total ,Manicaland,AFRZWE001,2011.03,ZIMSTAT_Prices Section_-,143.45,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland Central,AFRZWE002,2011.03,ZIMSTAT_Prices Section_-,145.45,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland East,AFRZWE003,2011.03,ZIMSTAT_Prices Section_-,147.94,
Food poverty lines for 5 persons per month,US$,Total ,Mashonaland West,AFRZWE004,2011.03,ZIMSTAT_Prices Section_-,149.02,
